monthYear,month,levelCrookedLakeCount,levelCrookedLake,,rainfallFinal,rainfallFinal1,rainfallFinal2,rainfallFinal3,rainfallFinal4,rainfallFinal5,rainfallFinal6,rainfallFinal7,rainfallFinal8,rainfallFinal9,rainfallFinal10,rainfallFinal11,rainfallFinal12,rainfallFinal13,rainfallFinal14,rainfallFinal15,rainfallFinal16,rainfallFinal17,rainfallFinal18,rainfallFinal19,rainfallFinal20,rainfallFinal21,rainfallFinal22,rainfallFinal23,rainfallFinal24,rainfallFinal25,rainfallFinal26,rainfallFinal27,rainfallFinal28,rainfallFinal29,rainfallFinal30,rainfallFinal31,rainfallFinal32,rainfallFinal33,rainfallFinal34,rainfallFinal35,rainfallFinal36,rainfallFinal37,rainfallFinal38,rainfallFinal39,rainfallFinal40,rainfallFinal41,rainfallFinal42,rainfallFinal43,rainfallFinal44,rainfallFinal45,rainfallFinal46,rainfallFinal47,rainfallFinal48,rainfallFinal49,rainfallFinal50,rainfallFinal51,rainfallFinal52,rainfallFinal53,rainfallFinal54,rainfallFinal55,rainfallFinal56,rainfallFinal57,rainfallFinal58,rainfallFinal59,rainfallFinal60,rainfallFinal61,rainfallFinal62,rainfallFinal63,rainfallFinal64,rainfallFinal65,rainfallFinal66,rainfallFinal67,rainfallFinal68,rainfallFinal69,rainfallFinal70
6/1/1953,6,5,118.414,0.417333333,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51,4.03,1.65,2.65,2.97,14.31,9.3
7/1/1953,7,6,118.5883333,0.174333333,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51,4.03,1.65,2.65,2.97,14.31
8/1/1953,8,6,119.16,0.571666667,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51,4.03,1.65,2.65,2.97
9/1/1953,9,5,120.744,1.584,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51,4.03,1.65,2.65
10/1/1953,10,6,122.4683333,1.724333333,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51,4.03,1.65
11/1/1953,11,5,122.482,0.013666667,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51,4.03
12/1/1953,12,5,122.6,0.118,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83,0.51
1/1/1954,1,5,122.374,-0.226,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6,0.83
2/1/1954,2,5,122.058,-0.316,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34,6
3/1/1954,3,5,121.836,-0.222,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39,2.34
4/1/1954,4,6,121.6716667,-0.164333333,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99,4.39
5/1/1954,5,5,121.494,-0.177666667,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72,18.99
6/1/1954,6,6,121.5133333,0.019333333,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1,6.72
7/1/1954,7,6,121.73,0.216666667,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99,16.1
8/1/1954,8,4,121.6325,-0.0975,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99,6.99
9/1/1954,9,6,121.4533333,-0.179166667,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5,1.99
10/1/1954,10,7,121.4442857,-0.009047619,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13,1.5
11/1/1954,11,4,121.33,-0.114285714,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08,0.13
12/1/1954,12,6,121.18,-0.15,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92,0.08
1/1/1955,1,6,121.0066667,-0.173333333,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3,0.92
2/1/1955,2,6,120.8766667,-0.13,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66,3.3
3/1/1955,3,5,120.676,-0.200666667,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74,2.66
4/1/1955,4,6,120.545,-0.131,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48,6.74
5/1/1955,5,5,119.928,-0.617,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12,6.48
6/1/1955,6,8,119.5925,-0.3355,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18,16.12
7/1/1955,7,5,119.76,0.1675,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7,8.18
8/1/1955,8,5,119.584,-0.176,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79,0.7
9/1/1955,9,5,119.824,0.24,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41,1.79
10/1/1955,10,4,119.3975,-0.4265,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0,0.41
11/1/1955,11,5,119.074,-0.3235,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66,0
12/1/1955,12,6,118.7216667,-0.352333333,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46,0.66
1/1/1956,1,6,118.425,-0.296666667,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15,1.46
2/1/1956,2,4,118.195,-0.23,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42,3.15
3/1/1956,3,5,117.742,-0.453,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08,2.42
4/1/1956,4,6,117.2483333,-0.493666667,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38,2.08
5/1/1956,5,6,117.0366667,-0.211666667,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9,3.38
6/1/1956,6,5,116.828,-0.208666667,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83,5.9
7/1/1956,7,6,116.7833333,-0.044666667,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56,7.83
8/1/1956,8,6,116.715,-0.068333333,10.95,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32,7.56
9/1/1956,9,5,116.958,0.243,6.76,10.95,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79,0.32
10/1/1956,10,5,117.112,0.154,7.78,6.76,10.95,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22,1.79
11/1/1956,11,6,116.92,-0.192,0.22,7.78,6.76,10.95,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57,0.22
12/1/1956,12,5,116.686,-0.234,0.22,0.22,7.78,6.76,10.95,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64,2.57
1/1/1957,1,5,116.45,-0.236,2.14,0.22,0.22,7.78,6.76,10.95,4.76,9.13,1.95,2.23,1.54,0.94,0.26,0.74,0.56,2.46,8.93,1.86,6.65,5.27,1.62,1.31,1.67,1.06,2.73,1.97,1.6,1.6,6.2,6.31,4.73,18.95,3.12,4.71,1.62,1.96,1.78,2.4,7.44,6.82,12.71,11,5.52,13.16,0.83,7.45,6.9,2.58,3.27,1.15,1.6,6.8,5.42,8.46,7.23,7.38,5.48,0.97,5.49,4.61,1.3,0.9,4.03,4.64,3.99,8.72,5.3,6.88,0.33,10.35,0.64
